name,line,over,under
Kevin Durant Points + Assists,32.5,-120,-120
Kevin Durant Rebounds + Assists,11.5,-107,-129
Kevin Durant Three Points Made,1.5,-185,144
Kevin Durant Blocks,0.5,-177,122
Kevin Durant Steals,0.5,-136,-106
Kevin Durant Steals + Blocks,1.5,-118,-122
Kevin Durant Turnovers,3.5,-106,-136
Kyrie Irving Points,24.5,-112.4,-113.6
Kyrie Irving Rebounds,4.5,113,-144.6
Kyrie Irving Assists,4.5,26.8,-135.6
Kyrie Irving Points + Rebounds + Assists,33.5,-111,-116.2
Kyrie Irving Points + Rebounds,29.5,-106,-129.5
Kyrie Irving Points + Assists,27.5,-107,-134
Kyrie Irving Rebounds + Assists,8.5,-115,-115
Kyrie Irving Three Points Made,2.5,-171,131.5
Kyrie Irving Blocks,0.5,-103,-140
Kyrie Irving Steals,0.5,-136,-106
Kyrie Irving Steals + Blocks,1.5,119,-172
Kyrie Irving Turnovers,1.5,-145,101
Marjon Beauchamp Three Points Made,0.5,-142,-101
Marjon Beauchamp Turnovers,0.5,-134,-107
Markieff Morris Three Points Made,0.5,195,-302
Markieff Morris Turnovers,0.5,269,-452
Nic Claxton Assists,1.5,162,-210
Nic Claxton Points,9.5,-39.33333333,-120.6666667
Nic Claxton Rebounds,7.5,-34.66666667,-126.6666667
Nic Claxton Points + Rebounds + Assists,17.5,-121,-106
Nicolas Claxton Points,9.5,-112,-123.5
Nicolas Claxton Rebounds,8.5,-118,-122
Nicolas Claxton Assists,1.5,-21,-34.5
Nicolas Claxton Points + Rebounds + Assists,18.5,-100,-130
Nicolas Claxton Points + Rebounds,16.5,-125,-105
Nicolas Claxton Points + Assists,10.5,-115,-115
Nicolas Claxton Rebounds + Assists,8.5,-115,-115
Nicolas Claxton Blocks,1.5,138,-202
Nicolas Claxton Steals,0.5,128,-187
Nicolas Claxton Steals + Blocks,1.5,-138,-104
Nicolas Claxton Turnovers,0.5,-169,117
Nicolas Claxton Three Points Made,0.5,988,-51000
Pat Connaughton Points + Rebounds,10.5,-104,-138
Pat Connaughton Three Points Made,1.5,-112,-128
Pat Connaughton Turnovers,0.5,-106,-136
Pat Connaughton Points,7.5,-115,-115
Patty Mills Three Points Made,0.5,477,-1100
Royce O'Neale Points,8.5,-121.6666667,-107
Royce O'Neale Rebounds,4.5,-132.6,21
Royce O'Neale Assists,3.5,-108.6666667,-120
Royce O'Neale Points + Rebounds + Assists,17.5,-108.6666667,-118.6666667
Royce O'Neale Points + Rebounds,19.5,-138,-104
Royce O'Neale Points + Assists,17.5,-148,103
Royce O'Neale Rebounds + Assists,8.5,-110,-120
Royce O'Neale Three Points Made,2.5,125,-159
Royce O'Neale Blocks,0.5,162,-242
Royce O'Neale Steals,0.5,-138,-104
Royce O'Neale Steals + Blocks,0.5,-262,173
Royce O'Neale Turnovers,1.5,138,-202
Serge Ibaka Turnovers,0.5,520,-1300
Seth Curry Three Points Made,1.5,138,-202
Seth Curry Turnovers,0.5,101,-145
T.J Warren Points,7.5,-120,-106
T.J. Warren Three Points Made,0.5,-128,-112
T.J. Warren Turnovers,0.5,-103,-140
T.J. Warren Points,7.5,-115,-115
Wesley Matthews Three Points Made,0.5,190,-292
Wesley Matthews Turnovers,0.5,280,-477
Yuta Watanabe Three Points Made,1.5,119,-172
Yuta Watanabe Turnovers,0.5,131,-192
Yuta Watanabe Points,6.5,-109,-119
Alperen Sengun Points,13.5,-22.2,-124.6
Alperen Sengun Rebounds,7.5,-136.5,58.5
Alperen Sengun Assists,2.5,108,-148
Alperen Sengun Points + Rebounds + Assists,24.5,100,-125
Alperen Sengun Points + Rebounds,20.5,-133,-103
Alperen Sengun Points + Assists,15.5,-113,-121
Alperen Sengun Rebounds + Assists,10.5,-104,-131
Alperen Sengun Three Points Made,0.5,431,-804
Alperen Sengun Blocks,0.5,-189,136
Alperen Sengun Steals,0.5,-123,-111
Alperen Sengun Steals + Blocks,1.5,-115,-119
Alperen Sengun Turnovers,1.5,-184,133
Christian Wood Points,18.5,-115.2,-111.2
Christian Wood Rebounds,9.5,-109.75,-115.25
Christian Wood Assists,1.5,-125,-109
Christian Wood Points + Rebounds + Assists,30.5,-110,-115
Christian Wood Points + Rebounds,28.5,-113,-119
Christian Wood Points + Assists,20.5,-113,-121
Christian Wood Rebounds + Assists,11.5,-106,-129
Christian Wood Three Points Made,1.5,-167.6666667,126.3333333
Christian Wood Blocks,1.5,120,-166
Christian Wood Steals,0.5,-131,-104
Christian Wood Steals + Blocks,1.5,-199,143
Christian Wood Turnovers,1.5,-169,123
Dwight Powell Rebounds,4.5,-113,-121
Dwight Powell Points + Rebounds,10.5,-131,-104
Dwight Powell Rebounds + Assists,5.5,106,-145
Dwight Powell Turnovers,0.5,-142,104
Jabari Smith Points,11.5,-128,104
Jabari Smith Rebounds,6.5,100,-122
Jabari Smith Jr Points,3.5,110,-151
Jabari Smith Jr Rebounds,1.5,-113,-121
Jabari Smith Jr Assists,0.5,-142,104
Jabari Smith Jr Points + Rebounds + Assists,19.5,-123,-111
Jabari Smith Jr Points + Rebounds,18.5,-125,-109
Jabari Smith Jr Points + Assists,13.5,-117,-117
Jabari Smith Jr Rebounds + Assists,6.5,-142,104
Jabari Smith Jr Three Points Made,1.5,-142,104
Jabari Smith Jr Blocks,0.5,-157,114
Jabari Smith Jr Steals,0.5,106,-145
Jabari Smith Jr Steals + Blocks,1.5,112,-154
Jabari Smith Jr Turnovers,1.5,136,-189
Jabari Smith Jr. Points,12.5,-106,-121
Jabari Smith Jr. Rebounds,6.5,-102.6666667,-124.6666667
Jabari Smith Jr. Points + Rebounds,18.5,-115,-115
Jabari Smith Jr. Points + Rebounds + Assists,20.5,-104,-124
Jabari Smith Jr. Three Points Made,1.5,-130,104
Jalen Green Points,21.5,-114,-112
Jalen Green Rebounds,3.5,-138.4,108.2
Jalen Green Assists,3.5,65.6,-134.8
Jalen Green Points + Rebounds + Assists,28.5,-123,-105
Jalen Green Points + Rebounds,25.5,-122,-110.5
Jalen Green Points + Assists,24.5,-125,-105
Jalen Green Rebounds + Assists,7.5,1,-133.5
Jalen Green Three Points Made,1.5,-179.3333333,136.3333333
Jalen Green Blocks,0.5,247,-374
Jalen Green Steals,0.5,-113,-121
Jalen Green Steals + Blocks,0.5,-194,139
Jalen Green Turnovers,2.5,-109,-125
Kenyon Martin Jr. Rebounds,5.5,-123.5,-2.5
Kenyon Martin Jr. Points,12.5,-105.5,-119.5
Kenyon Martin Jr. Points + Rebounds,18.5,-105,-125
Kevin Porter Points,18.5,-110,-120
Kevin Porter Assists,5.5,105,-135
Kevin Porter Rebounds,4.5,-115,-115
Kevin Porter Points + Rebounds + Assists,28.5,-110,-120
Kevin Porter Points + Assists,23.5,-115,-115
Kevin Porter Points + Rebounds,22.5,-125,-105
Kevin Porter Rebounds + Assists,9.5,-140,110
Kevin Porter Jr. Points,17.5,-125,-103
Kevin Porter Jr. Rebounds,4.5,-110.25,-116.25
Kevin Porter Jr. Assists,4.5,-159,125
Kevin Porter Jr. Points + Rebounds + Assists,27.5,-124,-38.66666667
Kevin Porter Jr. Points + Rebounds,22.5,-148,108
Kevin Porter Jr. Points + Assists,23.5,-127,-108
Kevin Porter Jr. Rebounds + Assists,9.5,-135,-101
Kevin Porter Jr. Three Points Made,1.5,-158.3333333,120.6666667
Kevin Porter Jr. Blocks,0.5,129,-179
Kevin Porter Jr. Steals,1.5,152,-214
Kevin Porter Jr. Steals + Blocks,1.5,-129,-106
Kevin Porter Jr. Turnovers,3.5,-101,-135
KJ Martin Points,3.5,-109,-125
KJ Martin Rebounds,1.5,-111,-123
KJ Martin Assists,1.5,-135,-101
KJ Martin Points + Rebounds + Assists,20.5,-117,-117
KJ Martin Points + Rebounds,18.5,-113,-121
KJ Martin Points + Assists,14.5,-115,-119
KJ Martin Rebounds + Assists,7.5,-119,-115
KJ Martin Three Points Made,0.5,-234,165
KJ Martin Blocks,0.5,152,-214
KJ Martin Steals,0.5,118,-163
KJ Martin Steals + Blocks,0.5,-184,133
KJ Martin Turnovers,0.5,-184,133
Luka Doncic Points,30.5,-113.75,-111.75
Luka Doncic Rebounds,7.5,-120.5,-56
Luka Doncic Assists,8.5,-127.25,49.75
Luka Doncic Points + Rebounds + Assists,46.5,-114,-118.5
Luka Doncic Points + Rebounds,36.5,-127,-108
Luka Doncic Points + Assists,38.5,-111,-123
Luka Doncic Rebounds + Assists,16.5,-115.5,-116.5
Luka Doncic Three Points Made,3.5,122,-161.3333333
Luka Doncic Blocks,0.5,-108,-127
Luka Doncic Steals,1.5,-121,-113
Luka Doncic Steals + Blocks,2.5,112,-154
Luka Doncic Turnovers,3.5,-127,-108
Reggie Bullock Points,6.5,-72.66666667,-122.3333333
Reggie Bullock Rebounds,3.5,-141.6,111.2
Reggie Bullock Assists,0.5,-204,146
Reggie Bullock Points + Rebounds + Assists,12.5,-105,-122
Reggie Bullock Points + Rebounds,10.5,-107,-125.5
Reggie Bullock Points + Assists,7.5,-113,-121
Reggie Bullock Rebounds + Assists,4.5,-148,108
Reggie Bullock Three Points Made,1.5,-123.6666667,-39.33333333
Reggie Bullock Blocks,0.5,287,-454
Reggie Bullock Steals,0.5,-160,116
Reggie Bullock Steals + Blocks,0.5,-234,165
Reggie Bullock Turnovers,0.5,-103,-133
Spencer Dinwiddie Points,17.5,-109.6,-116.8
Spencer Dinwiddie Rebounds,3.5,63.4,-132.4
Spencer Dinwiddie Assists,5.5,121.25,-153.75
Spencer Dinwiddie Points + Rebounds + Assists,26.5,30,-123.3333333
Spencer Dinwiddie Points + Rebounds,20.5,-122,-110
Spencer Dinwiddie Points + Assists,22.5,-116.5,-115.5
Spencer Dinwiddie Rebounds + Assists,8.5,-114,-118
Spencer Dinwiddie Three Points Made,2.5,-152.6666667,116
Spencer Dinwiddie Blocks,0.5,208,-304
Spencer Dinwiddie Steals,0.5,-244,172
Spencer Dinwiddie Steals + Blocks,1.5,112,-154
Spencer Dinwiddie Turnovers,1.5,-131,-104
Tari Eason Points,9.5,-120.5,-58.25
Tari Eason Rebounds,5.5,-111.3333333,-117.3333333
Tari Eason Points + Rebounds + Assists,16.5,-111,-123
Tari Eason Points + Rebounds,15.5,-109.5,-122.5
Tari Eason Points + Assists,10.5,-127,-108
Tari Eason Rebounds + Assists,6.5,-103,-133
Tari Eason Three Points Made,0.5,-145,106
Tari Eason Steals + Blocks,1.5,129,-179
Tari Eason Turnovers,0.5,-234,165
Tim Hardaway Points,17.5,-115,-115
Tim Hardaway Rebounds,3.5,115,-145
Tim Hardaway Points + Rebounds,20.5,-125,-105
Tim Hardaway Jr. Points,17.5,-106.6666667,-118
Tim Hardaway Jr. Rebounds,3.5,116.5,-150.5
Tim Hardaway Jr. Assists,1.5,108,-148
Tim Hardaway Jr. Points + Rebounds + Assists,22.5,-120,-107
Tim Hardaway Jr. Points + Rebounds,19.5,-137,100
Tim Hardaway Jr. Points + Assists,17.5,-142,104
Tim Hardaway Jr. Rebounds + Assists,4.5,-139,102
Tim Hardaway Jr. Three Points Made,3.5,110,-143.6666667
Tim Hardaway Jr. Blocks,0.5,366,-629
Tim Hardaway Jr. Steals,0.5,-244,172
Tim Hardaway Jr. Steals + Blocks,1.5,136,-189
Tim Hardaway Jr. Turnovers,0.5,-163,118
Aaron Nesmith Points,9.5,102,-124
Andrew Nembhard Points,8.5,-128,-104.5
Andrew Nembhard Rebounds,3.5,-126,-106.5
Andrew Nembhard Assists,3.5,-117.5,-114.5
Andrew Nembhard Points + Rebounds + Assists,16.5,-120.5,-111.5
Andrew Nembhard Points + Rebounds,12.5,-123,-111
Andrew Nembhard Points + Assists,12.5,-117,-117
Andrew Nembhard Rebounds + Assists,7.5,-5,-128.5
Andrew Nembhard Three Points Made,1.5,102,-139
Andrew Nembhard Blocks,0.5,227,-339
Andrew Nembhard Steals,0.5,-244,172
Andrew Nembhard Steals + Blocks,1.5,112,-154
Andrew Nembhard Turnovers,1.5,-166,120
Bam Adebayo Points,21.5,18.8,-124.4
Bam Adebayo Assists,3.5,134.5,-175
Bam Adebayo Rebounds,10.5,-120.25,-6.5
Bam Adebayo Points + Rebounds + Assists,35.5,-108,-120.3333333
Bam Adebayo Points + Assists,24.5,-109,-125
Bam Adebayo Points + Rebounds,32.5,-111.5,-120.5
Bam Adebayo Rebounds + Assists,14.5,-104.5,-128
Bam Adebayo Blocks,0.5,-139,102
Bam Adebayo Steals,0.5,-184,133
Bam Adebayo Steals + Blocks,1.5,-125,-109
Bam Adebayo Turnovers,2.5,-135,-101
Bennedict Mathurin Rebounds,3.5,-158,128
Bennedict Mathurin Points,17.5,-118,-104
Bennedict Mathurin Assists,1.5,-108,-127
Bennedict Mathurin Points + Rebounds + Assists,23.5,-127,-108
Bennedict Mathurin Points + Rebounds,22.5,-108,-127
Bennedict Mathurin Points + Assists,19.5,-119,-115
Bennedict Mathurin Rebounds + Assists,5.5,-133,-103
Bennedict Mathurin Three Points Made,1.5,-133,-103
Bennedict Mathurin Blocks,0.5,366,-629
Bennedict Mathurin Steals,0.5,-154,112
Bennedict Mathurin Steals + Blocks,0.5,-204,146
Bennedict Mathurin Turnovers,1.5,-194,139
Buddy Hield Points,16.5,-109.5,-116.5
Buddy Hield Rebounds,4.5,-34.66666667,-128
Buddy Hield Assists,3.5,132,-167
Buddy Hield Points + Rebounds + Assists,24.5,-110,-120
Buddy Hield Points + Rebounds,20.5,-115,-119
Buddy Hield Points + Assists,19.5,-114,-118.5
Buddy Hield Rebounds + Assists,7.5,-117.5,-114.5
Buddy Hield Three Points Made,3.5,108,-148
Buddy Hield Blocks,0.5,252,-384
Buddy Hield Steals,0.5,-204,146
Buddy Hield Steals + Blocks,1.5,146,-204
Buddy Hield Turnovers,1.5,-199,143
Caleb Martin Points,9.5,-65,-123.6
Caleb Martin Rebounds,3.5,-146.4,114.2
Caleb Martin Assists,1.5,129,-179
Caleb Martin Points + Rebounds + Assists,14.5,-121,-113
Caleb Martin Points + Rebounds,13.5,-112.5,-119.5
Caleb Martin Points + Assists,10.5,-127,-108
Caleb Martin Rebounds + Assists,5.5,108,-148
Caleb Martin Three Points Made,1.5,152,-214
Caleb Martin Blocks,0.5,172,-244
Caleb Martin Steals,0.5,-179,129
Caleb Martin Steals + Blocks,1.5,143,-199
Caleb Martin Turnovers,0.5,-214,152
Chris Duarte Points,8.5,-131,-104
Chris Duarte Points + Rebounds + Assists,12.5,-119,-115
Chris Duarte Points + Rebounds,11.5,-127,-108
Chris Duarte Three Points Made,1.5,114,-157
Chris Duarte Turnovers,0.5,-244,172
Jalen Smith Rebounds,5.5,100,-137
Jalen Smith Points + Rebounds + Assists,13.5,-117,-117
Jalen Smith Points + Rebounds,12.5,-115,-119
Jalen Smith Rebounds + Assists,5.5,-127,-108
Jalen Smith Three Points Made,0.5,-139,102
Jalen Smith Turnovers,0.5,-214,152
Jalen Smith Points,7.5,-120,-102
Jimmy Butler Points,20.5,-110.8571429,-116
Jimmy Butler Assists,5.5,106.5,-135
Jimmy Butler Rebounds,6.5,-117.3333333,-107.3333333
Jimmy Butler Points + Rebounds + Assists,32.5,-115,-43.33333333
Jimmy Butler Points + Assists,25.5,-122.5,-109.5
Jimmy Butler Points + Rebounds,28.5,-110.5,-121.5
Jimmy Butler Rebounds + Assists,12.5,1,-134
Jimmy Butler Three Points Made,0.5,-104.6,-123.8
Jimmy Butler Blocks,0.5,106,-145
Jimmy Butler Steals,1.5,-115,-119
Jimmy Butler Steals + Blocks,2.5,126,-174
Jimmy Butler Turnovers,1.5,-189,136
Kyle Lowry Points,11.5,-123.8333333,-71.16666667
Kyle Lowry Rebounds,3.5,-150.3333333,115.3333333
Kyle Lowry Assists,5.5,59,-138
Kyle Lowry Points + Rebounds + Assists,21.5,-109.25,-120.5
Kyle Lowry Points + Rebounds,16.5,-108,-124.5
Kyle Lowry Points + Assists,17.5,-115,-117
Kyle Lowry Rebounds + Assists,9.5,-113,-119.5
Kyle Lowry Three Points Made,1.5,-174,126
Kyle Lowry Blocks,0.5,178,-254
Kyle Lowry Steals,0.5,-224,159
Kyle Lowry Steals + Blocks,1.5,123,-169
Kyle Lowry Turnovers,1.5,-148,108
Max Strus Points,8.5,-111.6666667,-116.3333333
Max Strus Points + Rebounds + Assists,12.5,-123,-111
Max Strus Points + Rebounds,11.5,-109,-125
Max Strus Points + Assists,10.5,-106,-129
Max Strus Three Points Made,1.5,-142,104
Max Strus Turnovers,0.5,-133,-103
Myles Turner Points,13.5,-118.3333333,-108
Myles Turner Rebounds,7.5,-131,103.75
Myles Turner Assists,1.5,147.2857143,-192.4285714
Myles Turner Points + Rebounds + Assists,22.5,-126.3333333,100
Myles Turner Points + Rebounds,21.5,-129,-106
Myles Turner Points + Assists,14.5,-131,-104
Myles Turner Rebounds + Assists,9.5,-122,-110.5
Myles Turner Three Points Made,1.5,131.6,-168.4
Myles Turner Blocks,2.5,136,-189
Myles Turner Steals,0.5,-111,-123
Myles Turner Steals + Blocks,2.5,-135,-101
Myles Turner Turnovers,1.5,-119,-115
T.J. McConnell Assists,3.5,102,-139
T.J. McConnell Rebounds + Assists,5.5,-109,-125
T.J. McConnell Three Points Made,0.5,287,-454
T.J. McConnell Turnovers,1.5,126,-174
Tyler Herro Points,20.5,-9.833333333,-116.5
Tyler Herro Assists,4.5,118.5,-149.1666667
Tyler Herro Rebounds,5.5,-110.1666667,-115.3333333
Tyler Herro Points + Rebounds + Assists,30.5,-108.4,-118.8
Tyler Herro Points + Assists,24.5,-110,-120
Tyler Herro Points + Rebounds,25.5,-116,-116
Tyler Herro Rebounds + Assists,9.5,-123.5,-108.5
Tyler Herro Three Points Made,2.5,-156.3333333,120.3333333
Tyler Herro Blocks,0.5,152,-214
Tyler Herro Steals,0.5,-189,136
Tyler Herro Steals + Blocks,1.5,136,-189
Tyler Herro Turnovers,2.5,120,-166
Tyrese Haliburton Points,18.5,-110.5,-114.5
Tyrese Haliburton Rebounds,3.5,-116.6666667,-111.3333333
Tyrese Haliburton Assists,8.5,-140,114
Tyrese Haliburton Points + Rebounds + Assists,31.5,-113,-119
Tyrese Haliburton Points + Rebounds,22.5,-114,-118
Tyrese Haliburton Points + Assists,27.5,-118.5,-113.5
Tyrese Haliburton Rebounds + Assists,12.5,-119.5,-112.5
Tyrese Haliburton Three Points Made,2.5,-123,-111
Tyrese Haliburton Blocks,0.5,178,-254
Tyrese Haliburton Steals,1.5,-119,-115
Tyrese Haliburton Steals + Blocks,1.5,-184,133
Tyrese Haliburton Turnovers,2.5,-142,104
Victor Oladipo Points,10.5,-2.5,-123.5
Victor Oladipo Rebounds,3.5,114,-157
Victor Oladipo Points + Rebounds + Assists,16.5,-108,-127
Victor Oladipo Points + Rebounds,13.5,-125,-109
Victor Oladipo Points + Assists,12.5,-125,-109
Victor Oladipo Rebounds + Assists,5.5,-117,-117
Victor Oladipo Three Points Made,1.5,143,-199
Victor Oladipo Steals + Blocks,1.5,146,-204
Victor Oladipo Turnovers,1.5,116,-160
Aleksej Pokusevski Points,8.5,-111,-116.6666667
Aleksej Pokusevski Rebounds,4.5,-143.5,115.5
Aleksej Pokusevski Assists,2.5,136,-189
Aleksej Pokusevski Points + Rebounds + Assists,16.5,-118,-108
Aleksej Pokusevski Points + Rebounds,13.5,-117,-115
Aleksej Pokusevski Points + Assists,10.5,-131,-104
Aleksej Pokusevski Rebounds + Assists,7.5,-108,-127
Aleksej Pokusevski Three Points Made,1.5,140.6666667,-188
Aleksej Pokusevski Blocks,0.5,-160,116
Aleksej Pokusevski Steals,0.5,-108,-127
Aleksej Pokusevski Steals + Blocks,1.5,108,-148
Aleksej Pokusevski Turnovers,1.5,112,-154
CJ McCollum Points,24.5,-118.6666667,-108
CJ McCollum Assists,7.5,116.75,-149
CJ McCollum Rebounds,5.5,-71.66666667,-121.8333333
Cj Mccollum Points + Rebounds + Assists,37.5,-114.5,-113.1666667
CJ McCollum Points + Assists,33.5,100,-137
CJ McCollum Points + Rebounds,30.5,-110,-120
CJ McCollum Rebounds + Assists,12.5,-110.5,-121.5
CJ McCollum Three Points Made,2.5,-168.6,129.4
CJ McCollum Blocks,0.5,152,-214
CJ McCollum Steals,0.5,-234,165
CJ McCollum Steals + Blocks,1.5,104,-142
CJ McCollum Turnovers,2.5,-142,104
Dyson Daniels Rebounds,3.5,-103,-129.5
Dyson Daniels Points + Rebounds + Assists,12.5,-113,-121
Dyson Daniels Rebounds + Assists,5.5,-151,110
Dyson Daniels Three Points Made,0.5,102,-139
Dyson Daniels Turnovers,1.5,159,-224
Dyson Daniels Points,6.5,-105,-125
Dyson Daniels Assists,2.5,105,-135
Dyson Daniels Points + Assists,9.5,105,-135
Dyson Daniels Points + Rebounds,10.5,-100,-130
Herbert Jones Points,11.5,-131.6666667,34.66666667
Herbert Jones Points + Rebounds + Assists,18.5,-124,-108
Herbert Jones Rebounds,4.5,112.6666667,-145
Herbert Jones Assists,2.5,115.5,-152.5
Herbert Jones Points + Rebounds,16.5,-113,-119
Herbert Jones Points + Assists,14.5,-114,-118
Herbert Jones Rebounds + Assists,6.5,-121.5,-110.5
Herbert Jones Three Points Made,1.5,165,-234
Herbert Jones Blocks,0.5,-106,-129
Herbert Jones Steals,1.5,-103,-133
Herbert Jones Steals + Blocks,2.5,133,-184
Herbert Jones Turnovers,1.5,102,-139
Jalen Williams Points,11.5,-117.1666667,-110.6666667
Jalen Williams Rebounds,3.5,-62,-126.6
Jalen Williams Assists,2.5,-132.6,23.2
Jalen Williams Points + Rebounds + Assists,17.5,-129,102
Jalen Williams Points + Rebounds,15.5,-107.5,-124.5
Jalen Williams Points + Assists,14.5,-112.5,-119.5
Jalen Williams Rebounds + Assists,6.5,3,-137.5
Jalen Williams Three Points Made,0.5,-163,118
Jalen Williams Blocks,0.5,172,-244
Jalen Williams Steals,0.5,-127,-108
Jalen Williams Steals + Blocks,0.5,-234,165
Jalen Williams Turnovers,1.5,-129,-106
Jonas Valanciunas Points,18.5,-112.3333333,-113.1666667
Jonas Valanciunas Rebounds,11.5,-115.6666667,-110
Jonas Valanciunas Points + Rebounds,29.5,-115,-119
Jonas Valanciunas Points + Rebounds + Assists,31.5,-114.2,-113.4
Jonas Valanciunas Assists,1.5,-190,145
Jonas Valanciunas Points + Assists,20.5,-108,-127
Jonas Valanciunas Rebounds + Assists,13.5,-129.5,-103
Jonas Valanciunas Three Points Made,0.5,-131,-104
Jonas Valanciunas Blocks,0.5,116,-160
Jonas Valanciunas Steals,0.5,110,-151
Jonas Valanciunas Steals + Blocks,0.5,-234,165
Jonas Valanciunas Turnovers,2.5,123,-169
Jose Alvarado Points,9.5,-125,-105
Jose Alvarado Assists,3.5,-160,120.5
Jose Alvarado Points + Rebounds + Assists,16.5,-129,-106
Jose Alvarado Points + Rebounds,12.5,-127,-108
Jose Alvarado Points + Assists,14.5,-104.5,-127.5
Jose Alvarado Rebounds + Assists,6.5,-125,-109
Jose Alvarado Three Points Made,1.5,126,-174
Jose Alvarado Steals,1.5,139,-194
Jose Alvarado Steals + Blocks,1.5,114,-157
Jose Alvarado Turnovers,1.5,-121,-113
Josh Giddey Points,14.5,-121.3333333,-72.66666667
Josh Giddey Assists,5.5,-119.1666667,-40.5
Josh Giddey Rebounds,8.5,110,-138.5
Josh Giddey Points + Rebounds + Assists,28.5,-114.5,-113.6666667
Josh Giddey Points + Assists,20.5,-120.5,-111.5
Josh Giddey Points + Rebounds,22.5,-131,-104
Josh Giddey Rebounds + Assists,13.5,-121.5,-110.5
Josh Giddey Three Points Made,0.5,-214,152
Josh Giddey Blocks,0.5,213,-314
Josh Giddey Steals,0.5,-174,126
Josh Giddey Steals + Blocks,1.5,159,-224
Josh Giddey Turnovers,2.5,-184,133
Kenrich Williams Rebounds,4.5,106,-145
Kenrich Williams Points + Rebounds + Assists,13.5,-117,-117
Kenrich Williams Points + Rebounds,11.5,-131,-104
Kenrich Williams Rebounds + Assists,5.5,-160,116
Kenrich Williams Three Points Made,0.5,-145,106
Kenrich Williams Turnovers,0.5,-119,-115
Kenrich Williams Points,7.5,-110,-120
Luguentz Dort Points,14.5,-115.1428571,-111.4285714
Luguentz Dort Rebounds,3.5,-144.2,112
Luguentz Dort Points + Rebounds,18.5,-117,-115
Luguentz Dort Three Points Made,2.5,138.5,-176.5
Luguentz Dort Points + Rebounds + Assists,20.5,-124,-2.5
Luguentz Dort Assists,2.5,110,-151
Luguentz Dort Points + Assists,17.5,-109,-125
Luguentz Dort Rebounds + Assists,6.5,-111,-123
Luguentz Dort Blocks,0.5,172,-244
Luguentz Dort Steals,0.5,-194,139
Luguentz Dort Steals + Blocks,1.5,120,-166
Luguentz Dort Turnovers,1.5,-131,-104
Naji Marshall Points,12.5,-104.5,-128
Naji Marshall Rebounds,4.5,-118.5,-113.5
Naji Marshall Assists,2.5,-160,120.5
Naji Marshall Points + Rebounds + Assists,19.5,-111,-123
Naji Marshall Points + Rebounds,16.5,-111,-123
Naji Marshall Points + Assists,15.5,-106.5,-126
Naji Marshall Rebounds + Assists,7.5,-118.5,-113.5
Naji Marshall Three Points Made,1.5,139,-194
Naji Marshall Blocks,0.5,152,-214
Naji Marshall Steals,0.5,-214,152
Naji Marshall Steals + Blocks,1.5,116,-160
Naji Marshall Turnovers,1.5,-111,-123
S. Gilgeous-Alexander Points,30.5,-120,-110
S. Gilgeous-Alexander Assists,5.5,-110,-120
S. Gilgeous-Alexander Rebounds,4.5,-100,-130
S. Gilgeous-Alexander Points + Rebounds + Assists,40.5,-125,-105
S. Gilgeous-Alexander Points + Assists,36.5,-115,-115
S. Gilgeous-Alexander Points + Rebounds,35.5,-115,-115
S. Gilgeous-Alexander Rebounds + Assists,9.5,-130,-100
Shai Gilgeous-Alexander Rebounds,4.5,-69.25,-56.5
Shai Gilgeous-Alexander Assists,5.5,-32,-33.6
Shai Gilgeous-Alexander Points,30.5,-115.75,-110.75
Shai Gilgeous-Alexander Three Points Made,1.5,159,-210.8
Shai Gilgeous-Alexander Points + Rebounds + Assists,41.5,-115.5,-110
Shai Gilgeous-Alexander Points + Rebounds,34.5,-121,-113
Shai Gilgeous-Alexander Points + Assists,35.5,-115,-119
Shai Gilgeous-Alexander Rebounds + Assists,10.5,-103,-133
Shai Gilgeous-Alexander Blocks,0.5,-154,112
Shai Gilgeous-Alexander Steals,1.5,120,-166
Shai Gilgeous-Alexander Steals + Blocks,2.5,123,-169
Shai Gilgeous-Alexander Turnovers,3.5,104,-142
Trey Murphy Rebounds,5.5,112,-140
Trey Murphy Points,14.5,-110.5,-114.5
Trey Murphy Points + Rebounds,20.5,105,-135
Trey Murphy III Points,3.5,-151,110
Trey Murphy III Rebounds,1.5,114,-157
Trey Murphy III Assists,1.5,-113,-121
Trey Murphy III Points + Rebounds + Assists,21.5,-123,-111
Trey Murphy III Points + Rebounds,19.5,-129,-106
Trey Murphy III Points + Assists,16.5,-111,-123
Trey Murphy III Rebounds + Assists,6.5,-137,100
Trey Murphy III Three Points Made,2.5,139,-194
Trey Murphy III Blocks,0.5,136,-189
Trey Murphy III Steals,0.5,-244,172
Trey Murphy III Steals + Blocks,1.5,-103,-133
Trey Murphy III Turnovers,1.5,152,-214
Aaron Gordon Points,17.5,-113.6,-112.8
Aaron Gordon Assists,2.5,129,-163.5
Aaron Gordon Rebounds,6.5,34.5,-127.1666667
Aaron Gordon Points + Rebounds + Assists,26.5,-109.8,-117.8
Aaron Gordon Points + Assists,18.5,-115,-115
Aaron Gordon Points + Rebounds,22.5,-125,-105
Aaron Gordon Rebounds + Assists,8.5,-113,-119
Aaron Gordon Three Points Made,0.5,-177.2,136
Aaron Gordon Blocks,0.5,-135,-101
Aaron Gordon Steals,0.5,-160,116
Aaron Gordon Steals + Blocks,1.5,-111,-123
Aaron Gordon Turnovers,1.5,-145,106
